250	1468	2457584.49458	0.00085	3	David Molina
251	1470	2457589.43828	0.00056	2	Marc Bretton
252	1485	2457626.49483	0.00065	2	David Molina
253	1485	2457626.49538	0.00091	3	Martin Mašek, Petr Mrňák
254	1487	2457631.43625	0.00064	2	David Molina
257	1508	2457683.32029	0.00035	1	Marc Bretton
258	1508	2457683.32046	0.00044	1	Marc Bretton
266	1621	2457962.49996	0.00028	1	Marc Bretton
268	1723	2458214.50188	0.00109	3	Eric Girardin
269	1723	2458214.50272	0.00131	3	Yves Jongen
272	1740	2458256.50077	0.00047	1	Marc Bretton
273	1752	2458286.14832	0.0011	3	Wonseok Kang
274	1755	2458293.5587	0.00116	2	David Molina
275	1757	2458298.50499	0.00077	3	Yves Jongen
278	1776	2458345.44427	0.0007	2	David Molina
279	1791	2458382.50253	0.00078	2	Pere Guerra
283	1793	2458387.44484	0.00036	1	Marc Bretton
287	1795	2458392.38607	0.00066	2	Mario Morales
291	1802	2458409.68118	0.00093	3	Rina Rast
293	1872	2458582.62374	0.00063	2	Yves Jongen
295	1874	2458587.5635	0.0006	2	Yves Jongen
296	1878	2458597.44623	0.00072	3	Veli-Pekka Hentunen
297	1880	2458602.39267	0.0005	1	Veli-Pekka Hentunen
298	1893	2458634.50585	0.00102	3	Bruno Christmann
300	1895	2458639.44807	0.00098	3	Yves Jongen
301	1895	2458639.44841	0.0008	2	Anael Wunsche
302	1912	2458681.44427	0.0009	2	Riccardo Papini
304	1927	2458718.50734	0.00072	2	Yves Jongen
307	1944	2458760.50773	0.00073	2	Yves Jongen
309	1948	2458770.38942	0.00053	1	Marc Bretton
310	2012	2458928.51116	0.00124	3	Yves Jongen
312	2065	2459059.44899	0.00037	1	Ferran Grau Horta
314	2080	2459096.50877	0.00101	3	Yves Jongen
315	2082	2459101.45245	0.00039	1	Anaël Wünsche
316	2084	2459106.39268	0.00058	2	Yves Jongen
317	2084	2459106.39481	0.00086	3	Thomas Grunge
318	2086	2459111.33184	0.00104	3	Francesco Scaggiante, Danilo Zardin,Marco Fiaschi
319	2163	2459301.57356	0.00063	2	Yves Jongen
321	2180	2459343.56825	0.00071	2	Giorgio Baj
322	2199	2459390.51243	0.00095	3	Alberto García Sánchez
323	2199	2459390.51333	0.00098	3	Enrique Arce Mansego
324	2201	2459395.44812	0.00085	2	Javier de Elias
325	2201	2459395.45413	0.00076	2	Giuseppe Marino
329	2254	2459526.39251	0.00054	2	Rene Roy
